TITLE,PRICE,Year,Mileage,Fuel Type,Horsepower,Transmission,Page,Link
Honda City  2021 1.2L M/T for Sale,PKR 42.5 lacs,2021,"48,000 km",Petrol,1200 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-11186852
Honda City  2017 1.3 i-VTEC for Sale,PKR 33.9 lacs,2017,"79,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-multan-11185702
Honda City  2019 1.3 i-VTEC for Sale,PKR 39.25 lacs,2019,"59,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-islamabad-9407737
Honda City 5th (GM2) Generation 2015 Aspire 1.3 i-VTEC for Sale,PKR 31 lacs,2015,"82,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-11186821
Toyota Surf  1996 SSR-X 2.7 for Sale,PKR 34.5 lacs,1996,"304,000 km",Petrol,2700 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-surf-1996-for-sale-in-quetta-11163282
Honda City  1998 EXi for Sale,PKR 11.7 lacs,1998,"300,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-1998-for-sale-in-gujrat-11186451
Honda Civic  2006 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 21.1 lacs,2006,"192,000 km",Petrol,1800 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-lahore-11186804
Honda City  2010 1.3 i-VTEC Prosmatec for Sale,PKR 30 lacs,2010,"300,000 km",Petrol,1300 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-islamabad-11056098
Honda City  2007 i-DSI for Sale,PKR 22.75 lacs,2007,"200,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-lahore-11186768
Honda City  2022 1.5L ASPIRE CVT for Sale,PKR 51 lacs,2022,"28,313 km",Petrol,1500 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-karachi-11186747
Honda City  2018 1.3 i-VTEC for Sale,PKR 33.25 lacs,2018,"103,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-karachi-11185274
Honda City  2004 i-DSI for Sale,PKR 15.85 lacs,2004,"25,555 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2004-for-sale-in-faisalabad-11186753
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,PKR 26.5 lacs,2011,"200,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2011-for-sale-in-okara-11186713
Honda City 6th Generation 2024 1.5L ASPIRE CVT for Sale,PKR 56.5 lacs,2024,"18,000 km",Petrol,1500 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-lahore-11186708
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,PKR 34.5 lacs,2014,"106,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-11178911
Suzuki Cultus  2013 EURO II for Sale,PKR 15 lacs,2013,"67,500 km",Petrol,1000 cc,Manual,page 57,https://www.pakwheels.com/used-cars/suzuki-cultus-2013-for-sale-in-bahawalpur-11186664
Honda City 5th (GM2) Generation 2013 Aspire 1.5 i-VTEC for Sale,PKR 29.5 lacs,2013,"99,000 km",Petrol,1500 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-rawalpindi-11119350
Honda City  2006 i-DSI for Sale,PKR 24.5 lacs,2006,"158,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-rawalpindi-11186624
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 27.5 lacs,2013,"135,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-gujrat-11186616
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,PKR 38.5 lacs,2019,"74,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-faisalabad-11186604
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC Prosmatec for Sale,PKR 34.7 lacs,2016,"133,281 km",Petrol,1300 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-peshawar-11186597
Honda Accord  2003 CL7 for Sale,PKR 21.8 lacs,2003,786 km,Petrol,2000 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/honda-accord-2003-for-sale-in-lahore-11186578
Honda City  2022 1.5L ASPIRE CVT for Sale,PKR 51.5 lacs,2022,"65,000 km",Petrol,1500 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-11186431
Daihatsu Mira  2011 ES for Sale,PKR 23.7 lacs,2011,"98,951 km",Petrol,660 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/daihatsu-mira-2011-for-sale-in-islamabad-11186559
BMW 5 Series  2024  for Sale,PKR 4.4 crore,2024,11 km,Electric,81.0 kWh,Automatic,page 58,https://www.pakwheels.com/used-cars/bmw-5-series-2024-for-sale-in-lahore-10858663
Honda City  2015 Aspire 1.5 i-VTEC for Sale,PKR 30.95 lacs,2015,"116,200 km",Petrol,1500 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-11186471
Honda City 5th (GM2) Generation 2010 i-VTEC for Sale,PKR 23 lacs,2010,"217,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-karachi-11186468
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 36.5 lacs,2018,"80,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-gujranwala-11186434
Honda City  2006 i-DSI for Sale,PKR 18 lacs,2006,"130,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-karachi-11186428
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC Prosmatec for Sale,PKR 32 lacs,2014,"106,000 km",Petrol,1300 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-11186368
Honda City 5th (GM2) Generation 2020 1.3 i-VTEC for Sale,PKR 40.5 lacs,2020,"112,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-islamabad-11186004
Honda City  2022 1.2L M/T for Sale,PKR 42.5 lacs,2022,"51,000 km",Petrol,1200 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-multan-11179059
Daihatsu Mira  2019 X SA lll for Sale,PKR 34 lacs,2019,"73,000 km",Petrol,660 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/daihatsu-mira-2019-for-sale-in-mandi-bahauddin-11083299
Mazda Carol  2021 GS for Sale,PKR 33.8 lacs,2021,"96,500 km",Petrol,660 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/mazda-carol-2021-for-sale-in-islamabad-11186290
Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,PKR 32.9 lacs,2015,"93,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-11170435
Toyota Yaris Sedan  2024 ATIV CVT 1.3 for Sale,PKR 49.5 lacs,2024,"17,000 km",Petrol,1300 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2024-for-sale-in-karachi-11146463
Suzuki Swift  2012 DX 1.3 for Sale,PKR 19 lacs,2012,"159,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/suzuki-swift-2012-for-sale-in-lahore-11100337
United Bravo  2019 Base Grade  for Sale,PKR 9 lacs,2019,"42,000 km",Petrol,800 cc,Manual,page 58,https://www.pakwheels.com/used-cars/united-bravo-2019-for-sale-in-lahore-11186270
Honda City 5th (GM2) Generation 2020 1.3 i-VTEC Prosmatec for Sale,PKR 40.9 lacs,2020,"79,000 km",Petrol,1300 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-lahore-11186267
Honda Civic 11th Generation 2024 Oriel for Sale,PKR 82 lacs,2024,"26,000 km",Petrol,1500 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-lahore-11186260
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,PKR 27 lacs,2011,"177,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2011-for-sale-in-sargodha-10960477
Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,PKR 32.9 lacs,2015,"93,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-11186245
Honda City  2006 i-DSI Vario for Sale,PKR 21 lacs,2006,"187,000 km",Petrol,1300 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-lahore-11186208
Honda City  2013 Aspire 1.5 i-VTEC for Sale,PKR 31 lacs,2013,"267,100 km",Petrol,1500 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-lahore-11186210
Honda City  2018 Aspire 1.5 i-VTEC for Sale,PKR 33 lacs,2018,"235,000 km",Petrol,1500 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-islamabad-11186159
Honda City 5th (GM2) Generation 2020 1.3 i-VTEC for Sale,PKR 40.5 lacs,2020,"90,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-lahore-11186163
Honda City  2016 1.3 i-VTEC for Sale,PKR 32.75 lacs,2016,"91,000 km",Petrol,1300 cc,Manual,page 59,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-11160160
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,PKR 36.5 lacs,2019,"145,000 km",Petrol,1300 cc,Manual,page 59,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-11186148
Toyota Yaris Hatchback  2022 X for Sale,PKR 46 lacs,2022,"83,000 km",Petrol,1000 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-yaris-hatchback-2022-for-sale-in-bahawalpur-11186107
Daihatsu Move  2015  for Sale,PKR 20 lacs,2015,"120,000 km",Petrol,660 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/daihatsu-move-2015-for-sale-in-karachi-11186146
Honda City  2017 1.3 i-VTEC for Sale,PKR 33 lacs,2017,"150,000 km",Petrol,1300 cc,Manual,page 59,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-11186055
Honda City 6th Generation 2024 1.5L ASPIRE CVT for Sale,PKR 56.9 lacs,2024,"32,000 km",Petrol,1500 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-lahore-11186064
Suzuki Xbee  2020 MZ for Sale,PKR 42 lacs,2020,"39,300 km",Hybrid,1000 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/suzuki-xbee-2020-for-sale-in-karachi-11172206
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 33.25 lacs,2016,"69,143 km",Petrol,1300 cc,Manual,page 59,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-11186051
Toyota Vitz  2007  for Sale,PKR 21.3 lacs,2007,"200,000 km",Petrol,1000 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-vitz-2007-for-sale-in-sargodha-11186041
Honda City  2006 i-DSI for Sale,PKR 19.3 lacs,2006,"197,000 km",Petrol,1300 cc,Manual,page 59,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-liaqat-pur-11186031
Honda City  2024 1.2L M/T for Sale,PKR 46.5 lacs,2024,"13,750 km",Petrol,1200 cc,Manual,page 59,https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-ahmed-pur-east-11186007
Honda City  2003 EXi S Automatic for Sale,PKR 13 lacs,2003,"265,000 km",Petrol,1500 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/honda-city-2003-for-sale-in-karachi-11185996
Honda City  2014 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 34 lacs,2014,"110,000 km",Petrol,1500 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-wah-cantt-11185993
Daihatsu Mira  2021 X SA lll for Sale,PKR 36.49 lacs,2021,"35,000 km",Petrol,660 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/daihatsu-mira-2021-for-sale-in-islamabad-10977371
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,PKR 38 lacs,2018,"124,189 km",Petrol,1300 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-karachi-11185985
Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,2020,"110,000 km",Petrol,1500 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-islamabad-11185975
Honda City 5th (GM2) Generation 2017 Aspire 1.5 i-VTEC for Sale,PKR 36 lacs,2017,"88,400 km",Petrol,1500 cc,Manual,page 59,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-yazman-mandi-11185970
Honda City  2015 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 34 lacs,2015,"136,000 km",Petrol,1500 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-11151302
Honda City  2025  for Sale,PKR 48 lacs,2025,"22,000 km",Petrol,1200 cc,Manual,page 59,https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-lahore-11185950
Honda City  2022 1.2L CVT for Sale,PKR 46.25 lacs,2022,"47,700 km",Petrol,1200 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-gujrat-11185913
Honda City 5th (GM2) Generation 2017 Aspire 1.5 i-VTEC for Sale,PKR 37.5 lacs,2017,"112,339 km",Petrol,1500 cc,Manual,page 59,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-rawalpindi-11185919
Suzuki Mehran  2008 VXR (CNG) for Sale,PKR 7.2 lacs,2008,"123,456 km",Petrol,800 cc,Manual,page 59,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-lahore-11183783
Suzuki Alto  2008 VXR for Sale,PKR 10.3 lacs,2008,"99,999 km",Petrol,1000 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/suzuki-alto-2008-for-sale-in-islamabad-11185430
Suzuki Alto  2024 VXR for Sale,PKR 29.5 lacs,2024,"30,000 km",Petrol,660 cc,Manual,page 59,https://www.pakwheels.com/used-cars/suzuki-alto-2024-for-sale-in-islamabad-11125488
Honda City  2017 1.3 i-VTEC Prosmatec for Sale,PKR 36.9 lacs,2017,"70,638 km",Petrol,1300 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-11185834
Honda City  2018 1.3 i-VTEC Prosmatec for Sale,PKR 37.5 lacs,2018,"125,000 km",Petrol,1300 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-islamabad-11185866
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 50 lacs,2017,"173,000 km",Petrol,1800 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-sahiwal-11139515
Honda City  2018 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 39.8 lacs,2018,"93,000 km",Petrol,1500 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-11183402
Honda City  2021 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 49 lacs,2021,"7,600 km",Petrol,1500 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-karachi-11185859
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 36.6 lacs,2018,"93,000 km",Petrol,1300 cc,Manual,page 60,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-sheikhupura-11185853
Honda City  2005 i-DSI Vario for Sale,PKR 17.8 lacs,2005,"187,536 km",Petrol,1300 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-rawalpindi-11185830
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 34.95 lacs,2016,"122,000 km",Petrol,1300 cc,Manual,page 60,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-islamabad-11185845
Suzuki Alto  2022 VXR for Sale,PKR 26.5 lacs,2022,"34,500 km",Petrol,660 cc,Manual,page 60,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-islamabad-11035134
Honda City  2021 1.3 i-VTEC Prosmatec for Sale,PKR 43.75 lacs,2021,"142,300 km",Petrol,1300 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-islamabad-11185842
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,PKR 37.45 lacs,2019,"81,000 km",Petrol,1300 cc,Manual,page 60,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-islamabad-11184093
Honda City  2007 i-DSI for Sale,PKR 23.5 lacs,2007,"198,000 km",Petrol,1300 cc,Manual,page 60,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-rawalpindi-11016523
Honda City  2010 1.3 i-VTEC for Sale,PKR 29 lacs,2010,"84,000 km",Petrol,1300 cc,Manual,page 60,https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-mian-wali-11185823
Toyota Aqua  2014 S LED Soft Leather Selection for Sale,PKR 39.35 lacs,2014,"115,000 km",Hybrid,1500 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/toyota-aqua-2014-for-sale-in-islamabad-11176214
Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,PKR 49.3 lacs,2016,"95,000 km",Petrol,1500 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-11185817
Honda City  2012 1.3 i-VTEC for Sale,PKR 27.5 lacs,2012,"114,000 km",Petrol,1300 cc,Manual,page 60,https://www.pakwheels.com/used-cars/honda-city-2012-for-sale-in-lahore-11185810
Toyota Passo  2017 X L Package for Sale,PKR 33.85 lacs,2017,"43,000 km",Petrol,1000 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/toyota-passo-2017-for-sale-in-islamabad-11185804
Suzuki Mehran  2011 VX for Sale,PKR 8.5 lacs,2011,"45,000 km",Petrol,800 cc,Manual,page 60,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-layyah-10997896
Toyota Corolla  2006 Altis Automatic 1.8 for Sale,PKR 21 lacs,2006,"1,000 km",Petrol,1800 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/toyota-corolla-2006-for-sale-in-rawalpindi-11184641
Honda City  2015 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 36.5 lacs,2015,"250,000 km",Petrol,1500 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-islamabad-11185783
Daihatsu Charade  1987  for Sale,PKR 6.8 lacs,1987,"200,000 km",Petrol,1000 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/daihatsu-charade-1987-for-sale-in-islamabad-11185763
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 49.75 lacs,2022,"52,000 km",Petrol,1500 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-11157952
Suzuki Khyber  1994 GA for Sale,PKR 5.5 lacs,1994,"10,000 km",Petrol,1000 cc,Manual,page 60,https://www.pakwheels.com/used-cars/suzuki-khyber-1994-for-sale-in-islamabad-11185696
Suzuki Mehran  2013 VXR Euro II for Sale,PKR 11.7 lacs,2013,"96,000 km",Petrol,796 cc,Manual,page 60,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-lahore-11185692
Honda City  2006 i-DSI Vario for Sale,PKR 22.15 lacs,2006,"142,000 km",Petrol,1300 cc,Automatic,page 60,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-lahore-11185683
Honda City  2018 1.3 i-VTEC for Sale,PKR 36.7 lacs,2018,"72,000 km",Petrol,1300 cc,Manual,page 60,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-10973300
Honda City 6th Generation 2022 1.5L CVT for Sale,PKR 49.5 lacs,2022,"70,000 km",Petrol,1500 cc,Automatic,page 61,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-multan-11184875
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 28 lacs,2013,"120,000 km",Petrol,1300 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-rawalpindi-11185665
Honda City  2006 i-DSI for Sale,PKR 17.45 lacs,2006,"185,631 km",Petrol,1300 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-sadiqabad-11185612
Toyota Corolla 8th (E110) Generation 1996 XE for Sale,PKR 12.4 lacs,1996,"9,555 km",Petrol,1300 cc,Manual,page 61,https://www.pakwheels.com/used-cars/toyota-corolla-1996-for-sale-in-peshawar-11185656
Toyota Prado 2nd (J90) Generation 1997  for Sale,PKR 42 lacs,1997,104 km,Petrol,3400 cc,Automatic,page 61,https://www.pakwheels.com/used-cars/toyota-prado-1997-for-sale-in-multan-11185608
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale,PKR 35.5 lacs,2017,"258,000 km",Petrol,1300 cc,Automatic,page 61,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-islamabad-11185487
Honda City 6th Generation 2023 1.5L ASPIRE CVT for Sale,PKR 52.5 lacs,2023,"38,000 km",Petrol,1500 cc,Automatic,page 61,https://www.pakwheels.com/used-cars/honda-city-2023-for-sale-in-faisalabad-11086792
Honda City 5th (GM2) Generation 2021 1.3 i-VTEC Prosmatec for Sale,PKR 45.5 lacs,2021,"48,000 km",Petrol,1300 cc,Automatic,page 61,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-11185582
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 33.5 lacs,2016,"152,000 km",Petrol,1300 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-faisalabad-11185558
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 63 lacs,2022,"190,000 km",Petrol,1598 cc,Automatic,page 61,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-talagang-11185555
Honda City 6th Generation 2026 1.2L CVT for Sale,PKR 52.8 lacs,2026,"1,500 km",Petrol,1200 cc,Automatic,page 61,https://www.pakwheels.com/used-cars/honda-city-2026-for-sale-in-peshawar-11185542
Honda City  2021 1.2L CVT for Sale,PKR 42.25 lacs,2021,"39,000 km",Petrol,1200 cc,Automatic,page 61,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-karachi-11185541
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,PKR 36.5 lacs,2019,"48,000 km",Petrol,1300 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-bahawalpur-11185523
Suzuki Cultus  2013  for Sale,PKR 14.8 lacs,2013,"70,000 km",Petrol,1000 cc,Manual,page 61,https://www.pakwheels.com/used-cars/suzuki-cultus-2013-for-sale-in-khanewal-11185519
Mercedes Benz C Class  2016 C180 AMG for Sale,PKR 1.35 crore,2016,"86,000 km",Petrol,1600 cc,Automatic,page 61,https://www.pakwheels.com/used-cars/mercedes-benz-c-class-2016-for-sale-in-karachi-11185485
Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25.45 lacs,2010,"144,000 km",Petrol,1300 cc,Manual,page 61,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-muzaffarabad-11085765
Honda City  2012 Aspire 1.3 i-VTEC for Sale,PKR 32 lacs,2012,"200,000 km",Petrol,1300 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-city-2012-for-sale-in-rawalpindi-11185444
Honda City  2015 1.3 i-VTEC for Sale,PKR 30 lacs,2015,"150,000 km",Petrol,1300 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-sahiwal-11154653
Honda Civic 7th Generation (Facelift) 2004 EXi for Sale,PKR 16.5 lacs,2004,"200,000 km",Petrol,1500 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-peshawar-11042576
Honda City  2005 i-DSI for Sale,PKR 20.75 lacs,2005,"230,000 km",Petrol,1300 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-rawalpindi-11185393
Honda City  2021 1.2L M/T for Sale,PKR 43.5 lacs,2021,"47,300 km",Petrol,1200 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-wah-cantt-11183315
Honda City  2025 1.5L ASPIRE CVT for Sale,PKR 59.85 lacs,2025,"8,500 km",Petrol,1500 cc,Automatic,page 61,https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-lahore-11185373
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 33.5 lacs,2016,"100,000 km",Petrol,1300 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-islamabad-11185367
Honda City 5th (GM2) Generation 2016 Aspire 1.5 i-VTEC for Sale,PKR 32.5 lacs,2016,"154,000 km",Petrol,1500 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-wah-cantt-11185334
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,PKR 29.3 lacs,2014,"167,000 km",Petrol,1300 cc,Manual,page 61,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-11185235
BMW 3 Series  2015 316i for Sale,PKR 74 lacs,2015,"91,000 km",Petrol,1600 cc,Automatic,page 62,https://www.pakwheels.com/used-cars/bmw-3-series-2015-for-sale-in-karachi-10817279
Toyota Raize  2020 Z for Sale,PKR 64.5 lacs,2020,"44,000 km",Petrol,1000 cc,Automatic,page 62,https://www.pakwheels.com/used-cars/toyota-raize-2020-for-sale-in-karachi-11133748
Honda City 5th (GM2) Generation 2017 Aspire Prosmatec 1.3 i-VTEC for Sale,PKR 42.5 lacs,2017,"59,000 km",Petrol,1300 cc,Automatic,page 62,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-11185217
Toyota Corolla  2010 Altis SR 1.8 for Sale,PKR 32.5 lacs,2010,"163,000 km",Petrol,1800 cc,Manual,page 62,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-lahore-11006405
Suzuki Mehran  1990 VXR for Sale,PKR 3.8 lacs,1990,"3,800 km",Petrol,800 cc,Manual,page 62,https://www.pakwheels.com/used-cars/suzuki-mehran-1990-for-sale-in-lahore-11185098
