TITLE,PRICE,Year,Mileage,Fuel Type,Horsepower,Transmission,Page,Link
Honda Civic  1998 VTi Automatic 1.6 for Sale,PKR 11 lacs,1998,"100,000 km",Petrol,1600 cc,Automatic,page 72,https://www.pakwheels.com/used-cars/honda-civic-1998-for-sale-in-islamabad-11173494
Honda Civic 11th Generation 2023 Oriel for Sale,PKR 75.5 lacs,2023,"29,500 km",Petrol,1500 cc,Automatic,page 72,https://www.pakwheels.com/used-cars/honda-civic-2023-for-sale-in-lahore-11178966
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 56 lacs,2018,"72,000 km",Petrol,1800 cc,Automatic,page 72,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-islamabad-11178968
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 54 lacs,2019,"75,000 km",Petrol,1800 cc,Automatic,page 72,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-11178962
Honda Civic  2016 VTi 1.8 i-VTEC for Sale,PKR 34 lacs,2016,"215,433 km",Petrol,1800 cc,Manual,page 72,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-11178944
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 59.95 lacs,2020,"86,000 km",Petrol,1800 cc,Automatic,page 72,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-11154976
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 30.75 lacs,2011,"130,000 km",Petrol,1800 cc,Automatic,page 72,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-faisalabad-11140364
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 51.5 lacs,2017,"115,000 km",Petrol,1800 cc,Automatic,page 72,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-multan-11084302
Honda Civic  1999  for Sale,PKR 12.5 lacs,1999,"48,000 km",Petrol,1600 cc,Manual,page 72,https://www.pakwheels.com/used-cars/honda-civic-1999-for-sale-in-mandi-bahauddin-11178894
Honda Civic 7th Generation (Facelift) 2005 VTi Oriel UG Prosmatec 1.6 for Sale,PKR 20 lacs,2005,"200,000 km",Petrol,1600 cc,Automatic,page 72,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-peshawar-11178885
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 64 lacs,2020,"72,000 km",Petrol,1800 cc,Automatic,page 72,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-11178872
Honda Civic  2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 44 lacs,2016,"100,000 km",Petrol,1800 cc,Automatic,page 72,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-islamabad-11178865
Honda Civic Rebirth 2013 Oriel Prosmatec UG for Sale,PKR 33 lacs,2013,"160,000 km",Petrol,1800 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-faisalabad-11178840
Honda Civic  2003 EXi for Sale,PKR 15 lacs,2003,"220,000 km",Petrol,1500 cc,Manual,page 73,https://www.pakwheels.com/used-cars/honda-civic-2003-for-sale-in-chak-jhumra-11125695
Honda Civic 7th Generation (Facelift) 2005 VTi Oriel Prosmatec 1.6 for Sale,PKR 22 lacs,2005,"100,000 km",Petrol,1600 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-gujar-khan-11178775
Honda Civic  2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 23.9 lacs,2007,"180,000 km",Petrol,1800 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-lahore-11178725
Honda Civic 11th Generation 2024 Oriel for Sale,PKR 81 lacs,2024,"20,000 km",Petrol,1500 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-lahore-11175365
Honda Civic  2000 VTi Oriel Automatic 1.6 for Sale,PKR 15.5 lacs,2000,"220,000 km",Petrol,1600 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2000-for-sale-in-peshawar-11178634
Honda Civic  2004 VTi Oriel Prosmatec 1.6 for Sale,PKR 18 lacs,2004,"199,999 km",Petrol,1600 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-charsadda-11178627
Honda Civic Rebirth 2016 Oriel Prosmatec UG for Sale,PKR 43.75 lacs,2016,"120,000 km",Petrol,1800 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-rawalpindi-11178625
Honda Civic Reborn 2011 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 27.5 lacs,2011,"180,000 km",Petrol,1800 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-lahore-11178619
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 57 lacs,2019,"87,000 km",Petrol,1800 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-gujrat-11178568
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 51.5 lacs,2017,"31,790 km",Petrol,1800 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10833719
Honda Civic  2017 Turbo 1.5 VTEC CVT for Sale,PKR 53.9 lacs,2017,"85,231 km",Petrol,1500 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-11178490
Honda Civic  2014 VTi Oriel 1.8 i-VTEC for Sale,PKR 34.25 lacs,2014,"172,000 km",Petrol,1800 cc,Manual,page 73,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-11031426
Honda Civic  2020 1.5 RS Turbo for Sale,PKR 69 lacs,2020,"64,000 km",Petrol,1500 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-bahawalpur-11178478
Honda Civic 7th Generation (Facelift) 2005 VTi 1.6 for Sale,PKR 15.25 lacs,2005,"285,000 km",Petrol,1600 cc,Manual,page 73,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-karachi-11178449
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 22.5 lacs,2007,"134,000 km",Petrol,1800 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-multan-11178407
Honda Civic  2016  for Sale,PKR 51.5 lacs,2016,"109,000 km",Petrol,1800 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-rawalpindi-11178394
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 58.5 lacs,2019,"66,000 km",Petrol,1800 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-charsadda-11178325
Honda Civic  2013 VTi Oriel 1.8 i-VTEC for Sale,PKR 33 lacs,2013,"150,000 km",Petrol,1800 cc,Manual,page 73,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-khanpur-11170889
Honda Civic Reborn 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 29.95 lacs,2012,"77,500 km",Petrol,1800 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-karachi-11178237
Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 76 lacs,2022,"3,750 km",Petrol,1800 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-karachi-11178229
Honda Civic  2022 1.5 VTEC Turbo Oriel for Sale,PKR 71.5 lacs,2022,"88,220 km",Petrol,1500 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-lahore-11178205
Honda Civic 11th Generation 2022 RS for Sale,PKR 83.25 lacs,2022,"44,000 km",Petrol,1500 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-vehari-11178202
Honda Civic  2000 EXi for Sale,PKR 9.7 lacs,2000,13 km,Petrol,1500 cc,Manual,page 73,https://www.pakwheels.com/used-cars/honda-civic-2000-for-sale-in-karachi-11178194
Honda Civic  1990  for Sale,PKR 6.9 lacs,1990,"100,000 km",Petrol,1300 cc,Automatic,page 73,https://www.pakwheels.com/used-cars/honda-civic-1990-for-sale-in-lahore-11074310
Honda Civic  2006 VTi 1.6 for Sale,PKR 15.7 lacs,2006,"170,000 km",Petrol,1600 cc,Manual,page 74,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-lodhran-11075434
Honda Civic  2013 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 32.77 lacs,2013,"101,500 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-lahore-10853172
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 57.5 lacs,2020,"84,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-11178149
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 41.5 lacs,2019,"92,000 km",Petrol,1300 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-11178130
Honda Civic Rebirth 2014 VTi Oriel 1.8 i-VTEC for Sale,PKR 30.25 lacs,2014,"135,000 km",Petrol,1800 cc,Manual,page 74,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-kharian-11177842
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,PKR 17 lacs,2005,"300,000 km",Petrol,1500 cc,Manual,page 74,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-attock-11178086
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 65 lacs,2021,"58,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-11178078
Honda Civic Rebirth 2016 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 39.75 lacs,2016,"142,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-sargodha-11178063
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 61.5 lacs,2021,"84,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-peshawar-11178024
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 74.5 lacs,2021,"5,500 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-faisalabad-11167454
Honda Civic  2013 Oriel Prosmatec UG for Sale,PKR 37 lacs,2013,"97,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-karachi-11177996
Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 71 lacs,2022,"67,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-hasilpur-11177983
Honda Civic 7th Generation (Facelift) 2006 VTi Oriel UG Prosmatec 1.6 for Sale,PKR 29.5 lacs,2006,"200,000 km",Petrol,1600 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-rawalpindi-11177948
Honda Civic  2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 26 lacs,2008,"85,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-tando-adam-11049520
Honda Civic  2005 VTi Prosmatec 1.6 for Sale,PKR 21 lacs,2005,"117,626 km",Petrol,1600 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-rawalpindi-10970032
Honda Civic  2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 31.5 lacs,2012,"125,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-rawalpindi-11177863
Honda Civic Reborn 2007 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 24.75 lacs,2007,"74,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-faisalabad-11177820
MG ZS EV  2024 MCE Essence for Sale,PKR 79 lacs,2024,"38,000 km",Electric,51.0 kWh,Automatic,page 74,https://www.pakwheels.com/used-cars/mg-zs-ev-2024-for-sale-in-islamabad-11177807
Honda Civic  1988 EX for Sale,PKR 6.3 lacs,1988,"200,000 km",Petrol,1600 cc,Manual,page 74,https://www.pakwheels.com/used-cars/honda-civic-1988-for-sale-in-islamabad-11177054
Honda Civic  2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 23.6 lacs,2008,"100,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-peshawar-11177792
Honda Civic Reborn 2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 22.3 lacs,2009,"100,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-larkana-11177790
Honda Civic  2004 EXi for Sale,PKR 16.65 lacs,2004,"300,000 km",Petrol,1500 cc,Manual,page 74,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-islamabad-10736897
Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,PKR 49.5 lacs,2016,"165,000 km",Petrol,1500 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-11177762
Honda Civic  2004 VTi Oriel Prosmatec 1.6 for Sale,PKR 16.5 lacs,2004,"136,000 km",Petrol,1600 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-karachi-11141098
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 64 lacs,2021,"84,000 km",Petrol,1800 cc,Automatic,page 74,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-10824769
Honda Civic  2020 1.5 RS Turbo for Sale,PKR 57.5 lacs,2020,"65,000 km",Petrol,1500 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-11177666
Honda Civic Reborn 2008 VTi Oriel 1.8 i-VTEC for Sale,PKR 23 lacs,2008,"210,000 km",Petrol,1800 cc,Manual,page 75,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-dera-ismail-khan-11177656
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 58.5 lacs,2019,"95,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-11177625
Honda Civic Rebirth 2013 Oriel Prosmatec UG for Sale,PKR 37.75 lacs,2013,"130,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-haripur-11177489
Honda Civic Rebirth 2015 Oriel Prosmatec UG for Sale,PKR 41.5 lacs,2015,"88,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-islamabad-11177608
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 61 lacs,2020,"64,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-11116428
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 62 lacs,2020,"63,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-dadyal-ak-11177563
Honda Civic Rebirth 2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 45.5 lacs,2016,"116,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-multan-11177579
Honda Civic  1996 VTi 1.6 for Sale,PKR 11 lacs,1996,"300,000 km",Petrol,1600 cc,Manual,page 75,https://www.pakwheels.com/used-cars/honda-civic-1996-for-sale-in-rawalpindi-11177572
Honda Civic  2014 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 38.5 lacs,2014,"75,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-gujranwala-11177567
Honda Civic  2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 26.9 lacs,2010,"200,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-abbottabad-11177499
Honda Civic  2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 35.25 lacs,2014,"148,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-faisalabad-11177390
Honda Civic  2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 33.5 lacs,2012,"100,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-peshawar-11140581
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 60.5 lacs,2020,"75,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-peshawar-10918022
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 53 lacs,2018,"61,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-11177344
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 60.5 lacs,2020,"98,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-peshawar-11176607
Honda Civic  2017 1.8 i-VTEC CVT for Sale,PKR 50.25 lacs,2017,"88,500 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-11177318
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 58 lacs,2019,"127,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-rawalpindi-11177316
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 58 lacs,2019,"127,206 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-rawalpindi-11177267
Honda Civic Reborn 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 24.5 lacs,2008,"151,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-lahore-11177225
Honda Civic Rebirth 2014 VTi 1.8 i-VTEC for Sale,PKR 30.5 lacs,2014,"88,000 km",Petrol,1800 cc,Manual,page 75,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-11170338
Honda Civic  2024 RS for Sale,PKR 92 lacs,2024,"27,500 km",Petrol,1500 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-islamabad-11141387
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 49.6 lacs,2018,"93,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-11177179
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 56.7 lacs,2019,"60,000 km",Petrol,1800 cc,Automatic,page 75,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-11177136
Toyota Corona  1972  for Sale,PKR 10 lacs,1972,"25,000 km",Petrol,1600 cc,Manual,page 75,https://www.pakwheels.com/used-cars/toyota-corona-1972-for-sale-in-lahore-11062027
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 54 lacs,2018,130 km,Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-peshawar-11177088
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 47.75 lacs,2017,"106,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-11177035
Honda Civic 5th Generation 1995 EX for Sale,PKR 25 lacs,1995,"10,000 km",Petrol,1500 cc,Manual,page 76,https://www.pakwheels.com/used-cars/honda-civic-1995-for-sale-in-okara-11177028
Honda Civic 5th Generation 1994 EX for Sale,PKR 9.75 lacs,1994,1 km,Petrol,1500 cc,Manual,page 76,https://www.pakwheels.com/used-cars/honda-civic-1994-for-sale-in-lahore-11177010
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 49.95 lacs,2017,"65,450 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-multan-11177002
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 62 lacs,2020,1 km,Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-okara-11176988
Honda Civic  2022 Oriel for Sale,PKR 72.5 lacs,2022,"95,000 km",Petrol,1500 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-mian-channu-11173812
Honda Civic Reborn 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 21 lacs,2008,"210,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-chiniot-11176915
Honda Civic  2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 27.6 lacs,2010,"220,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-islamabad-11176896
Honda Civic  2000 VTi Oriel 1.6 for Sale,PKR 19.85 lacs,2000,"145,752 km",Petrol,1600 cc,Manual,page 76,https://www.pakwheels.com/used-cars/honda-civic-2000-for-sale-in-islamabad-11176892
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 49.75 lacs,2018,"85,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-11176879
Honda Civic Reborn 2007 VTi Oriel 1.8 i-VTEC for Sale,PKR 22.5 lacs,2007,"175,000 km",Petrol,1800 cc,Manual,page 76,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-hafizabad-11176828
Honda Civic  2016 Oriel Prosmatec UG for Sale,PKR 42.25 lacs,2016,"116,500 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-rawalpindi-11176827
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 29.75 lacs,2011,"93,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-lahore-11176805
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 24.3 lacs,2007,"200,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-lahore-11176797
Honda Civic Rebirth 2012 Oriel Prosmatec UG for Sale,PKR 28.5 lacs,2012,"120,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-karachi-11176779
Honda Civic  2008 MXST (Hybrid) for Sale,PKR 32.5 lacs,2008,"187,000 km",Hybrid,1300 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-rawalpindi-11039210
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 68.5 lacs,2021,"49,500 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-gujrat-11176767
Honda Civic Reborn 2007 VTi Oriel 1.8 i-VTEC for Sale,PKR 24 lacs,2007,"186,000 km",Petrol,1800 cc,Manual,page 76,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-islamabad-11176747
Honda Civic 11th Generation 2024 RS for Sale,PKR 93.5 lacs,2024,"17,000 km",Petrol,1500 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-gujranwala-11169355
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 59.1 lacs,2019,"103,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-11176722
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 49.5 lacs,2017,"80,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-11176638
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 51.5 lacs,2018,"120,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-gujranwala-11176713
Honda Civic  2010 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 23.1 lacs,2010,"223,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-islamabad-11176705
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 51.5 lacs,2018,"110,000 km",Petrol,1800 cc,Automatic,page 76,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-bahawalpur-11176692
Honda Civic  2005 VTi Prosmatec 1.6 for Sale,PKR 20.5 lacs,2005,"193,219 km",Petrol,1600 cc,Automatic,page 77,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-islamabad-11176667
Honda Civic  2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 45 lacs,2015,"58,500 km",Petrol,1800 cc,Automatic,page 77,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-islamabad-11176631
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 58 lacs,2019,"87,000 km",Petrol,1800 cc,Automatic,page 77,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-lahore-11176272
Honda Civic 5th Generation 1992 EX for Sale,PKR 11 lacs,1992,"121,349 km",Petrol,1500 cc,Manual,page 77,https://www.pakwheels.com/used-cars/honda-civic-1992-for-sale-in-lahore-11004384
Honda Civic  2002 EXi for Sale,PKR 11.7 lacs,2002,"100,000 km",Petrol,1500 cc,Manual,page 77,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-lahore-11176535
Honda Civic  2004 VTi Oriel Prosmatec 1.6 for Sale,PKR 18 lacs,2004,"186,000 km",Petrol,1600 cc,Automatic,page 77,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-lahore-10842433
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 47.5 lacs,2017,"170,000 km",Petrol,1800 cc,Automatic,page 77,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-faisalabad-11175831
Honda Civic  2014 Oriel Prosmatec UG for Sale,PKR 36 lacs,2014,"170,000 km",Petrol,1800 cc,Automatic,page 77,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-mian-channu-10937741
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 62.5 lacs,2020,"85,000 km",Petrol,1800 cc,Automatic,page 77,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-vehari-11176218
