TITLE,PRICE,Year,Mileage,Fuel Type,Horsepower,Transmission,Page,Link
Toyota Corolla  1990 TX for Sale,PKR 8.5 lacs,1990,"200,000 km",Petrol,1500 cc,Manual,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-1990-for-sale-in-peshawar-11189647
Toyota Corolla Axio  2019 Hybrid 1.5 for Sale,PKR 58 lacs,2019,"155,134 km",Hybrid,1500 cc,Automatic,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-axio-2019-for-sale-in-lahore-11180972
Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,PKR 47.75 lacs,2021,"63,700 km",Petrol,1598 cc,Automatic,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-11188545
Toyota Corolla  2020 Altis Automatic 1.6 for Sale,PKR 52.5 lacs,2020,"66,000 km",Petrol,1600 cc,Automatic,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-lahore-11189614
Toyota Corolla  2020 Altis Grande CVT-i 1.8 for Sale,PKR 60.95 lacs,2020,"80,000 km",Petrol,1800 cc,Automatic,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-lahore-11141871
Toyota Corolla  2011 GLi 1.3 VVTi for Sale,PKR 30.5 lacs,2011,"146,000 km",Petrol,1300 cc,Manual,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-lahore-11189607
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 71.75 lacs,2023,"20,000 km",Petrol,1800 cc,Automatic,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-lahore-10566421
Suzuki Cultus  2016 Limited Edition for Sale,PKR 21 lacs,2016,"72,524 km",Petrol,1000 cc,Manual,page 56,https://www.pakwheels.com/used-cars/suzuki-cultus-2016-for-sale-in-rawalpindi-10942396
Toyota Corolla  1987  for Sale,PKR 12 lacs,1987,"150,000 km",Petrol,1500 cc,Automatic,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-1987-for-sale-in-talagang-11189592
Toyota Corolla  2015 GLi 1.3 VVTi for Sale,PKR 33.75 lacs,2015,"132,930 km",Petrol,1300 cc,Manual,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-11189587
Toyota Corolla  2017 GLi 1.3 VVTi for Sale,PKR 41 lacs,2017,"90,000 km",Petrol,1300 cc,Manual,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-11189572
Toyota Corolla  2015 GLi 1.3 VVTi for Sale,PKR 36.25 lacs,2015,"267,560 km",Petrol,1300 cc,Manual,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-11189563
Toyota Corolla  2018 GLi Automatic 1.3 VVTi for Sale,PKR 40.5 lacs,2018,"107,000 km",Petrol,1300 cc,Automatic,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-11141567
Toyota Corolla  2015 GLi 1.3 VVTi for Sale,PKR 39 lacs,2015,"80,000 km",Petrol,1300 cc,Manual,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-mandi-bahauddin-11189555
Toyota Corolla  2018 GLi Automatic 1.3 VVTi for Sale,PKR 43.25 lacs,2018,"172,000 km",Petrol,1300 cc,Automatic,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-11189553
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 25.5 lacs,2009,"235,000 km",Petrol,1300 cc,Manual,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-karachi-11189544
Toyota Corolla 9th (E120) Generation 2004 SE Saloon Automatic for Sale,PKR 22.7 lacs,2004,"193,000 km",Petrol,1600 cc,Automatic,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-peshawar-11189532
Toyota Corolla  2013 XLi VVTi for Sale,PKR 29.3 lacs,2013,"122,000 km",Petrol,1300 cc,Manual,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-11187549
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 27 lacs,2009,"145,840 km",Petrol,1300 cc,Manual,page 56,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-11149087
Toyota Corolla  2011 Altis Automatic 1.6 for Sale,PKR 45.25 lacs,2011,"50,500 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-islamabad-10944236
Toyota Corolla  2017 GLi Automatic 1.3 VVTi for Sale,PKR 40.75 lacs,2017,"86,000 km",Petrol,1300 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-11163978
Toyota Corolla Cross  2024 1.8 HEV X for Sale,PKR 84.75 lacs,2024,"9,800 km",Hybrid,1800 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2024-for-sale-in-gujranwala-11163079
Toyota Corolla  2021 Altis Grande CVT-i 1.8 for Sale,PKR 63.65 lacs,2021,"58,000 km",Petrol,1800 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-11106089
Toyota Corolla  2014 Altis Automatic 1.6 for Sale,PKR 45 lacs,2014,"54,500 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-11108937
Toyota Corolla  2016 Altis Automatic 1.6 for Sale,PKR 44.8 lacs,2016,"87,000 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-peshawar-11151153
Toyota Corolla  2025 Altis 1.6 X CVT-i for Sale,PKR 68.8 lacs,2025,"7,000 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2025-for-sale-in-peshawar-11163542
Toyota Corolla  2009 Altis SR Cruisetronic 1.8 for Sale,PKR 31.5 lacs,2009,"130,000 km",Petrol,1800 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-11163505
Toyota Corolla  2023 Altis 1.6 X CVT-i Special Edition for Sale,PKR 68.5 lacs,2023,"38,000 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-lahore-11163355
Toyota Corolla  2020 Altis Automatic 1.6 for Sale,PKR 47.5 lacs,2020,"69,000 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-karachi-11162006
Toyota Corolla  2019 GLi 1.3 VVTi for Sale,PKR 47.9 lacs,2019,"115,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-islamabad-11161947
Toyota Corolla  2019 Altis Automatic 1.6 for Sale,PKR 55 lacs,2019,"49,000 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-lahore-11161500
Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 40.7 lacs,2015,"132,098 km",Petrol,1800 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-11047146
Toyota Corolla  2019 Altis Automatic 1.6 for Sale,PKR 52.5 lacs,2019,"96,000 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-lahore-11189495
Toyota Corolla  2020 XLi VVTi for Sale,PKR 46 lacs,2020,"57,481 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-rawalpindi-11189474
Toyota Corolla  2013 GLi 1.3 VVTi for Sale,PKR 29.9 lacs,2013,"228,589 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-multan-11056210
Toyota Corolla  2020 XLi VVTi for Sale,PKR 38.5 lacs,2020,"70,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-lahore-11189462
Toyota Corolla  2022 Altis X Automatic 1.6 for Sale,PKR 60 lacs,2022,"70,000 km",Petrol,1598 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-11189461
Toyota Corolla  2017 Altis Automatic 1.6 for Sale,PKR 47.25 lacs,2017,"176,725 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-gujrat-11183557
Toyota Corolla  2020 Altis Grande CVT-i 1.8 for Sale,PKR 65 lacs,2020,"92,000 km",Petrol,1800 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-yazman-mandi-11189432
Toyota Corolla  2011 Altis Cruisetronic 1.6 for Sale,PKR 31.5 lacs,2011,"155,500 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-lahore-11189411
Toyota Corolla  2018 GLi 1.3 VVTi for Sale,PKR 39 lacs,2018,"130,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-11189417
Toyota Corolla  2018 Altis Grande CVT-i 1.8 for Sale,PKR 57.75 lacs,2018,"78,825 km",Petrol,1800 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-11151484
Toyota Corolla  2008 XLi VVTi for Sale,PKR 23.5 lacs,2008,"384,100 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-lahore-11111763
Toyota Corolla  2018 GLi Automatic 1.3 VVTi for Sale,PKR 42 lacs,2018,"113,000 km",Petrol,1300 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-11189388
Toyota Corolla  1990 DX for Sale,PKR 21 lacs,1990,"106,953 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-1990-for-sale-in-rawalpindi-11047305
Toyota Corolla Axio  2008 G for Sale,PKR 32.8 lacs,2008,"178,912 km",Petrol,1500 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-axio-2008-for-sale-in-islamabad-11189335
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 67.5 lacs,2021,"38,900 km",Petrol,1800 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-faisalabad-11188905
Toyota Corolla Axio  2007 G for Sale,PKR 35 lacs,2007,"150,000 km",Petrol,1500 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-axio-2007-for-sale-in-peshawar-11189339
Toyota Corolla  2017 Altis Automatic 1.6 for Sale,PKR 49.8 lacs,2017,"92,000 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-11189290
Toyota Corolla  2005  for Sale,PKR 29.5 lacs,2005,"100,020 km",Petrol,1500 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-islamabad-11189298
Toyota Corolla 8th (E110) Generation 1997 XE-G for Sale,PKR 13.5 lacs,1997,"200,000 km",Petrol,1300 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-1997-for-sale-in-islamabad-11189293
Toyota Corolla Cross  2024 1.8 HEV X for Sale,PKR 81.5 lacs,2024,"66,000 km",Hybrid,1800 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2024-for-sale-in-karachi-11189286
Toyota Corolla  2014 XLi VVTi for Sale,PKR 34 lacs,2014,"250,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-peshawar-11189282
Toyota Corolla  2011 GLi 1.3 VVTi for Sale,PKR 30 lacs,2011,"225,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-sheikhupura-11189278
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 49.5 lacs,2018,"99,000 km",Petrol,1600 cc,Automatic,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-peshawar-11189258
Toyota Corolla  2018 XLi VVTi for Sale,PKR 41.25 lacs,2018,"44,000 km",Petrol,1300 cc,Manual,page 57,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-peshawar-11176401
Toyota Corolla  2022 Altis X Automatic 1.6 for Sale,PKR 57.8 lacs,2022,"75,000 km",Petrol,1598 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-11154593
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 65 lacs,2022,"30,000 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-11146386
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 49.5 lacs,2018,"92,000 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-11153776
Toyota Corolla Cross  2024 1.8 HEV X for Sale,PKR 85 lacs,2024,"18,524 km",Hybrid,1800 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2024-for-sale-in-sargodha-11160417
Toyota Corolla  2013 GLi Automatic 1.6 VVTi for Sale,PKR 35.7 lacs,2013,"96,000 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-11158733
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 49.5 lacs,2018,"104,000 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-11158540
Toyota Corolla  2026 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 81.4 lacs,2026,9 km,Petrol,1800 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2026-for-sale-in-lahore-10997032
Toyota Corolla  2022 Altis 1.6 X CVT-i Special Edition for Sale,PKR 63.75 lacs,2022,"62,000 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-11029386
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 43.5 lacs,2018,"82,000 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-10880008
Toyota Corolla  2022 Altis X Automatic 1.6 for Sale,PKR 62 lacs,2022,"64,790 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-11159622
Toyota Corolla  2022 Altis 1.6 X CVT-i Special Edition for Sale,PKR 65.5 lacs,2022,"55,000 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-11145390
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 73.75 lacs,2023,"30,604 km",Petrol,1800 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-lahore-11102638
Toyota Corolla  2013 GLi 1.3 VVTi for Sale,PKR 45 lacs,2013,"33,300 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-dera-ismail-khan-11189255
Toyota Corolla  2014 GLi 1.3 VVTi for Sale,PKR 37 lacs,2014,"175,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-kohat-11146245
Toyota Corolla  2012 XLi VVTi for Sale,PKR 26.3 lacs,2012,"150,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-abbottabad-11189251
Toyota Corolla 8th (E110) Generation 1994 XE Limited for Sale,PKR 11.5 lacs,1994,"75,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-1994-for-sale-in-bahawalpur-11189248
Toyota Corolla  2014 GLi 1.3 VVTi for Sale,PKR 39 lacs,2014,"78,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-bhakkar-11189206
Toyota Corolla Cross  2023 1.8 X for Sale,PKR 72 lacs,2023,"22,300 km",Petrol,1800 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2023-for-sale-in-karachi-11058924
Toyota Corolla  2016 GLi Automatic 1.3 VVTi for Sale,PKR 38.5 lacs,2016,"100,240 km",Petrol,1300 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-11151300
Toyota Corolla  2015 GLi 1.3 VVTi for Sale,PKR 34.5 lacs,2015,"135,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-11189180
Toyota Corolla  2015 XLi VVTi for Sale,PKR 31.5 lacs,2015,"160,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-jhelum-11189172
Toyota Corolla  2011 GLi 1.3 VVTi for Sale,PKR 36 lacs,2011,"115,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-lahore-11189160
Toyota Corolla  2026 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 81.25 lacs,2026,20 km,Petrol,1800 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2026-for-sale-in-lahore-11118188
Toyota Corolla  2017 Altis Automatic 1.6 for Sale,PKR 42.75 lacs,2017,"104,000 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-chishtian-11189151
Toyota Corolla  2009 Altis Automatic 1.6 for Sale,PKR 25.9 lacs,2009,"125,000 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-rawalpindi-10622523
Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 28 lacs,2010,"150,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-islamabad-11189119
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 50 lacs,2018,"157,773 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-multan-11021207
Toyota Corolla  2010 XLi VVTi for Sale,PKR 24 lacs,2010,"250,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-attock-10976822
Toyota Corolla  2012 GLi 1.3 VVTi for Sale,PKR 34.9 lacs,2012,"144,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-sangla-hills-11189104
Toyota Corolla  2010 Altis Cruisetronic 1.8 for Sale,PKR 27.45 lacs,2010,"135,000 km",Petrol,1800 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-karachi-11189073
Toyota Corolla  2017 Altis Automatic 1.6 for Sale,PKR 37.5 lacs,2017,"1,000 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-11189063
Toyota Corolla  1994 LX Limited 1.3 for Sale,PKR 12.5 lacs,1994,"186,000 km",Petrol,1300 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-1994-for-sale-in-karachi-11189040
Toyota Corolla Axio  2015  for Sale,PKR 59 lacs,2015,"118,751 km",Petrol,1500 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-axio-2015-for-sale-in-ghotki-11189037
Toyota Corolla  2014 Altis Grande 1.8 for Sale,PKR 45 lacs,2014,"80,000 km",Petrol,1800 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-11088825
Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 22 lacs,2010,"150,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-swabi-11189023
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,PKR 29.5 lacs,2014,"104,000 km",Petrol,1300 cc,Manual,page 58,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-11189001
Toyota Corolla  2013 GLi Automatic 1.6 VVTi for Sale,PKR 32 lacs,2013,"128,000 km",Petrol,1600 cc,Automatic,page 58,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-11185419
Toyota Corolla  2013 GLi 1.3 VVTi for Sale,PKR 41.5 lacs,2013,"52,000 km",Petrol,1300 cc,Manual,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-rawalpindi-11148038
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 50 lacs,2018,"108,000 km",Petrol,1600 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-islamabad-11159108
Toyota Corolla  2016 Altis Grande CVT-i 1.8 for Sale,PKR 45 lacs,2016,"116,000 km",Petrol,1800 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-9429728
Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,PKR 52.75 lacs,2019,"65,000 km",Petrol,1800 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-11157858
Toyota Corolla  2018 Altis Grande CVT-i 1.8 for Sale,PKR 48 lacs,2018,"90,000 km",Petrol,1800 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-11157698
Toyota Corolla  2018 GLi 1.3 VVTi for Sale,PKR 48.5 lacs,2018,"60,700 km",Petrol,1300 cc,Manual,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-islamabad-11100416
Toyota Corolla  2017 Altis Automatic 1.6 for Sale,PKR 48.25 lacs,2017,"71,000 km",Petrol,1600 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-islamabad-11157531
Toyota Corolla  2012 Altis SR 1.6 for Sale,PKR 43.75 lacs,2012,"92,000 km",Petrol,1600 cc,Manual,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-islamabad-11157384
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 72 lacs,2023,"54,000 km",Petrol,1800 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-islamabad-11152350
Toyota Corolla  2013 Altis Automatic 1.6 for Sale,PKR 39.5 lacs,2013,"119,000 km",Petrol,1600 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-dadyal-ak-11156802
Toyota Corolla  2020 Hybrid WxB for Sale,PKR 85 lacs,2020,"32,000 km",Hybrid,1800 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-lahore-11157021
Toyota Corolla  2017 Altis Grande CVT-i 1.8 for Sale,PKR 47 lacs,2017,"130,000 km",Petrol,1800 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-lahore-11156864
Toyota Corolla  1996 2.0D for Sale,PKR 16.3 lacs,1996,"200,550 km",Diesel,2000 cc,Manual,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-1996-for-sale-in-islamabad-11188998
Toyota Corolla 9th (E120) Generation 2008 Altis 1.8 for Sale,PKR 23 lacs,2008,"230,000 km",Petrol,1800 cc,Manual,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-lahore-11188982
Toyota Corolla  2014 GLi Limited Edition 1.3 VVTi for Sale,PKR 30 lacs,2014,"150,000 km",Petrol,1300 cc,Manual,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-11188975
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 67 lacs,2022,"60,000 km",Petrol,1800 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-11188953
Toyota Corolla  2022 Altis X Automatic 1.6 for Sale,PKR 57.5 lacs,2022,"54,000 km",Petrol,1600 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-11113927
Toyota Corolla  2018 XLi VVTi for Sale,PKR 36.75 lacs,2018,"185,860 km",Petrol,1300 cc,Manual,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-gujranwala-11188928
Toyota Corolla  2010 XLi VVTi for Sale,PKR 25.7 lacs,2010,"120,000 km",Petrol,1300 cc,Manual,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-shahdara-11188918
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 68.25 lacs,2022,"63,000 km",Petrol,1800 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-bahawalpur-11188912
Toyota Corolla  2019 Altis Automatic 1.6 for Sale,PKR 55 lacs,2019,"75,000 km",Petrol,1600 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-peshawar-11188911
Toyota Corolla  2020 Altis Automatic 1.6 for Sale,PKR 45.3 lacs,2020,"135,000 km",Petrol,1600 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-bahawalpur-11188675
Toyota Corolla  2006 X HID 40th Anniversary Limited 1.5 for Sale,PKR 34 lacs,2006,"130,000 km",Petrol,1500 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2006-for-sale-in-rawalpindi-11188884
Toyota Corolla  2018 GLi Automatic 1.3 VVTi for Sale,PKR 44.5 lacs,2018,"92,000 km",Petrol,1300 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-hyderabad-11188883
Toyota Corolla  1994  for Sale,PKR 17 lacs,1994,"300,000 km",Petrol,1500 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-1994-for-sale-in-quetta-11188830
Toyota Corolla  2005 2.0D Saloon for Sale,PKR 30 lacs,2005,"128,000 km",Diesel,2000 cc,Manual,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-multan-10978179
Toyota Corolla  1976  for Sale,PKR 3.9 lacs,1976,120 km,Petrol,1600 cc,Manual,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-1976-for-sale-in-peshawar-11188810
Toyota Corolla  2011 GLi 1.3 VVTi for Sale,PKR 29 lacs,2011,"162,000 km",Petrol,1300 cc,Manual,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-multan-11188809
Toyota Corolla  2014 Altis Grande CVT-i 1.8 for Sale,PKR 38.8 lacs,2014,"95,000 km",Petrol,1800 cc,Automatic,page 59,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-11162731
